SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMPBodySite,HMP Oxygen,InterPro (Other),KEGG ID,Kingdom,List of IDs in Rep Node,name,NCBI IDs,Number of IDs in Rep Node,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
375807,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R705,D0R705,GI:261857160|EMBL-CDS:CBE70432.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R705,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375808,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R710,D0R710,GI:261857170|EMBL-CDS:CBE70437.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R710,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375809,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R711,D0R711,GI:261857172|EMBL-CDS:CBE70438.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R711,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375810,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R757,D0R757,GI:261857266|EMBL-CDS:CBE70486.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R757,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375811,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XIT0,K7XIT0,GI:421953048|EMBL-CDS:AFX71833.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XIT0,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375812,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XTE1,K7XTE1,GI:422313971|EMBL-CDS:AFX81399.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XTE1,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375813,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XTK2,K7XTK2,GI:422314081|EMBL-CDS:AFX81454.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XTK2,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375814,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5E9,K7Y5E9,GI:422313939|EMBL-CDS:AFX81383.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5E9,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375815,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5Z3,K7Y5Z3,GI:422314259|EMBL-CDS:AFX81543.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5Z3,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375816,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R706,D0R706,GI:261857162|EMBL-CDS:CBE70433.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R706,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375817,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R718,D0R718,GI:261857186|EMBL-CDS:CBE70445.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R718,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375818,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XM98,K7XM98,GI:422314413|GI:422314415|EMBL-CDS:AFX81620.1|EMBL-CDS:AFX81621.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XM98,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375819,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XS32,K7XS32,GI:422314157|EMBL-CDS:AFX81492.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XS32,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375820,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XS92,K7XS92,GI:422314267|EMBL-CDS:AFX81547.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XS92,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375821,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XSE3,K7XSE3,GI:422314417|EMBL-CDS:AFX81622.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XSE3,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375822,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y649,K7Y649,GI:422314459|EMBL-CDS:AFX81643.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y649,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375823,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7YJC4,K7YJC4,GI:422314305|EMBL-CDS:AFX81566.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7YJC4,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375824,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XM00,K7XM00,GI:422314193|GI:422314165|EMBL-CDS:AFX81496.1|EMBL-CDS:AFX81510.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XM00,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375825,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XM96,K7XM96,GI:422314403|EMBL-CDS:AFX81615.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XM96,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375826,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XU35,K7XU35,GI:422314411|EMBL-CDS:AFX81619.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XU35,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375827,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5V9,K7Y5V9,GI:422314209|EMBL-CDS:AFX81518.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5V9,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375828,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5X6,K7Y5X6,GI:422314229|EMBL-CDS:AFX81528.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5X6,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375829,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XMD3,K7XMD3,GI:422314523|EMBL-CDS:AFX81675.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XMD3,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375830,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XTR0,K7XTR0,GI:422314161|EMBL-CDS:AFX81494.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XTR0,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375831,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XTV0,K7XTV0,GI:422314221|EMBL-CDS:AFX81524.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XTV0,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375832,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XU08,K7XU08,GI:422314261|GI:422314341|EMBL-CDS:AFX81544.1|EMBL-CDS:AFX81584.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XU08,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375833,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5T3,K7Y5T3,GI:422314169|EMBL-CDS:AFX81498.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5T3,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375834,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5V0,K7Y5V0,GI:422314199|EMBL-CDS:AFX81513.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5V0,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375835,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5Z9,K7Y5Z9,GI:422314279|EMBL-CDS:AFX81553.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5Z9,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375836,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,C5J840,C5J840,GI:238804214|EMBL-CDS:CAX32849.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,C5J840,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375837,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,C5J8P3,C5J8P3,GI:238804617|EMBL-CDS:CAX64532.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,C5J8P3,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375838,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J8R4,C5J8R4,GI:238804659|EMBL-CDS:CAX64553.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J8R4,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375839,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R6Y4,D0R6Y4,GI:261857118|EMBL-CDS:CBE70411.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,D0R6Y4,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375840,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R752,D0R752,GI:261857256|EMBL-CDS:CBE70481.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,D0R752,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375841,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5N0,K7Y5N0,GI:422314089|GI:422314087|EMBL-CDS:AFX81457.1|EMBL-CDS:AFX81458.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5N0,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375842,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y612,K7Y612,GI:422314329|EMBL-CDS:AFX81578.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y612,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375843,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y658,K7Y658,GI:422314489|EMBL-CDS:AFX81658.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y658,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375844,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y669,K7Y669,GI:422314519|EMBL-CDS:AFX81673.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y669,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375845,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7YJ04,K7YJ04,GI:422314135|EMBL-CDS:AFX81481.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7YJ04,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375846,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,C5J8I5,C5J8I5,GI:238804500|EMBL-CDS:CAX64474.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,C5J8I5,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375847,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J8Q6,C5J8Q6,GI:238804643|EMBL-CDS:CAX64545.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J8Q6,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375848,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,C5J8Q8,C5J8Q8,GI:238804647|EMBL-CDS:CAX64547.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,C5J8Q8,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375849,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,C5J8Q9,C5J8Q9,GI:238804649|EMBL-CDS:CAX64548.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,C5J8Q9,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375850,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R6Y7,D0R6Y7,GI:261857124|EMBL-CDS:CBE70414.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,D0R6Y7,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375851,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R6Y8,D0R6Y8,GI:261857126|EMBL-CDS:CBE70415.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,D0R6Y8,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375852,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R6Z8,D0R6Z8,GI:261857146|EMBL-CDS:CBE70425.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R6Z8,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375853,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R732,D0R732,GI:261857214|EMBL-CDS:CBE70459.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,D0R732,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375854,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R745,D0R745,GI:261857240|EMBL-CDS:CBE70472.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,D0R745,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375855,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R750,D0R750,GI:261857252|EMBL-CDS:CBE70479.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,D0R750,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375856,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XS10,K7XS10,GI:422314117|EMBL-CDS:AFX81472.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XS10,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375857,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XSD2,K7XSD2,GI:422314387|EMBL-CDS:AFX81607.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XSD2,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375858,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XTW8,K7XTW8,GI:422314231|EMBL-CDS:AFX81529.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XTW8,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375859,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XTZ3,K7XTZ3,GI:422314301|EMBL-CDS:AFX81564.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XTZ3,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375860,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XU47,K7XU47,GI:422314441|EMBL-CDS:AFX81634.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XU47,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375861,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XU76,K7XU76,GI:422314527|GI:422314511|EMBL-CDS:AFX81669.1|EMBL-CDS:AFX81677.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XU76,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375862,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7XU85,K7XU85,GI:422314531|EMBL-CDS:AFX81679.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7XU85,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375863,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,None,None,None,IPR008972|IPR011045|IPR015943,None,NA,K7Y5R3,K7Y5R3,GI:422314139|EMBL-CDS:AFX81483.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,K7Y5R3,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375864,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J7Z1,C5J7Z1,GI:238803917|EMBL-CDS:CAX32800.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J7Z1,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375865,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J826,C5J826,GI:238803987|EMBL-CDS:CAX32835.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J826,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375866,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J843,C5J843,GI:238804220|EMBL-CDS:CAX32852.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J843,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375867,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J849,C5J849,GI:238804232|EMBL-CDS:CAX32858.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J849,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375868,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J8N2,C5J8N2,GI:238804595|EMBL-CDS:CAX64521.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J8N2,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375869,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,C5J8P4,C5J8P4,GI:238804619|EMBL-CDS:CAX64533.1,1,NA,uncultured bacterium.,FALSE,None,None,PF00116|PF18764,NA,FALSE,232,BLASTHIT,C5J8P4,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375870,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,D0R6Z7,D0R6Z7,GI:261857144|EMBL-CDS:CBE70424.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,D0R6Z7,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375871,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,D0R708,D0R708,GI:261857166|EMBL-CDS:CBE70435.1,1,NA,uncultured bacterium.,FALSE,None,None,PF18764,NA,FALSE,232,BLASTHIT,D0R708,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
375872,None,None,NA,Nitrous oxide reductase ,None,NA,nosZ,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR028096,None,NA,E0WGM7,E0WGM7,GI:306517391|EMBL-CDS:CBM40574.1,1,NA,uncultured bacterium.,FALSE,None,None,PF13473|PF18764,NA,FALSE,232,BLASTHIT,E0WGM7,uncultured bacterium,None,Bacteria,NA,77133,TrEMBL
